muB,nB,energy,pressure,mue
4.428261038330527,2.455749483371139e-14,1.0874699253651284e-13,5.037493886004729e-21,0.0025909645210339585
4.428261044838093,2.5026465368829948e-14,1.1082371648688587e-13,5.198827701560562e-21,0.002590977209587468
4.42826105142823,2.5504392953172345e-14,1.1294010459251541e-13,5.3653286737405424e-21,0.002590990059140368
4.428261058101984,2.5991448699100856e-14,1.1509691458376898e-13,5.537162296370558e-21,0.0025910030717355074
4.428261064860421,2.648780698909344e-14,1.1729491867194655e-13,5.714499373074697e-21,0.002591016249441657
4.428261071704612,2.699364553825199e-14,1.19534903826083e-13,5.897516180968447e-21,0.0025910295943538356
4.4282610786356456,2.750914545803876e-14,1.218176720551904e-13,6.086394624121065e-21,0.0025910431085936466
4.428261085654624,2.803449132124463e-14,1.2414404069595447e-13,6.2813224688645625e-21,0.002591056794309613
4.428261092762662,2.85698712281157e-14,1.265148427055605e-13,6.482493459743046e-21,0.002591070653677518
4.428261099960892,2.9115476873923985e-14,1.289309269609147e-13,6.690107571873076e-21,0.0025910846889007546
4.428261107250456,2.9671503617627496e-14,1.313931585626888e-13,6.90437116440604e-21,0.0025910989022106725
4.428261114632514,3.0238150551968333e-14,1.3390241914573327e-13,7.125497236298775e-21,0.0025911132958669337
4.428261122108241,3.0815620574901464e-14,1.3645960719538248e-13,7.353705579775951e-21,0.0025911278721578728
4.4282611296788215,3.140412046233052e-14,1.3906563836954864e-13,7.589223042921238e-21,0.002591142633400859
4.428261137345463,3.200386094235023e-14,1.4172144582748655e-13,7.832283734293815e-21,0.002591157581942667
4.428261145109383,3.2615056770765923e-14,1.4442798056421423e-13,8.083129278698989e-21,0.0025911727201598476
4.428261152971815,3.3237926808148756e-14,1.4718621175173374e-13,8.342009001343052e-21,0.002591188050459107
4.42826116093401,3.3872694098402035e-14,1.4999712708694374e-13,8.609180268860777e-21,0.0025912035752776886
4.428261168997234,3.451958594871078e-14,1.528617331456773e-13,8.884908642777798e-21,0.0025912192970837617
4.428261177162768,3.5178834011126255e-14,1.5578105574398008e-13,9.169468217127837e-21,0.002591235218376812
4.428261185431911,3.5850674365693694e-14,1.5875614030622183e-13,9.46314185376167e-21,0.0025912513416880417
4.4282611938059775,3.653534760512924e-14,1.6178805224006823e-13,9.766221496092444e-21,0.002591267669580769
4.428261202286298,3.723309892112012e-14,1.6487787731864124e-13,1.0079008414635465e-20,0.002591284204650836
4.428261210874222,3.7944178192401805e-14,1.6802672207054783e-13,1.0401813534394609e-20,0.0025913009495270247
4.428261219571112,3.866884007434514e-14,1.7123571417659608e-13,1.0734957772479537e-20,0.0025913179068714712
4.4282612283783545,3.940734409030106e-14,1.745060028742933e-13,1.1078772280235232e-20,0.0025913350793800895
4.42826123729735,4.0159954724882915e-14,1.7783875937092543e-13,1.1433598832013347e-20,0.0025913524697830028
4.4282612463295115,4.092694151873324e-14,1.8123517726320916e-13,1.179979018325108e-20,0.002591370080844974
